Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Exercise machine features (product.metafields.shopify.exercise-machine-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kingsons-vgoal-securepro-backpack-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/IMG_9373.jpg?v=1739107456,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/IMG_9764.jpg?v=1739107453,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/IMG_9769.jpg?v=1739107453,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/IMG_9775.jpg?v=1739107453,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,Kingsons VGoal SecurePro Backpack,"",My Store,Luggage & Bags > Backpacks,Kingsons,"",true,Color,black,product.metafields.shopify.color-pattern,,,,,,,FG6319W,500.0,shopify,3,continue,manual,199.00,249.00,true,false,FG6319W,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/8.jpg?v=1739726708,1,"",false,,,,,,,,,,,,,,,black,,,,,,,kg,,92.51,active
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/6.jpg?v=1739726708,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/1.jpg?v=1739726708,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/2.jpg?v=1739726708,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/3.jpg?v=1739726708,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/4.jpg?v=1739726708,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/5.jpg?v=1739726708,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/7.jpg?v=1739726708,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,
kingsons-vgoal-securepro-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0623/2742/3043/files/IMG_17748.jpg?v=1739726708,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,
